70001	582	119	589	128	20
#hit explosion
70002	527	20	543	36	20
70003	475	20	490	35	20
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== MARIO ========= 500++
#idle BIG right
400	10001	100
#idle BIG left
401	10011	100
#jump BIG left
508	10016	100
#jump BIG right
509	10017	100
#sit left big
504	10014	100
#sit left right
505	10015	100

#idle small right
402	10021	100
#idle small left
403	10031	100
#walk right big
500	10001	100	10002	100	10003	100
#walk left big
501	10011	100	10012	100	10013	100
#walk right small
502	10021	100	10022	100	10023	100
#walk left small
503	10031	100	10032	100	10033	100
#die
599	10099	100
#jump small left
506	10041	100
#jump small right
507	10042	100
#small hold shell left
510	10043	100
#small hold shell right
511	10044	100
#big hold shell left
512	10018	100
#big hold shell right
513	10019	100

#LEAF MARIO 530++
#idle left
530	11001	100
#idle right
531	11002	100
#walk left
532	11011	100	11012	100
#walk right
533	11013	100	11014	100
#jump left low
534	11015	100
#jump right low
535	11016	100
#sit left
536	11017	100
#sit right
537	11018	100
#spin face right
538	11019	100	11020	100	11021	100	11022	100
#spin face left
539	11021	100	11020	100	11019	100	11022	100
#hold shell left
540	11023	100
#hold shell right 
541	11024	100

#FIRE MARIO 560++
#ide left
560	12001	100
#idle right
561	12002	100
#walk left
562	12003	100	12004	100
#walk right
563	12005	100	12006	100
#jump left low
564	12007	100
#jump right low
565	12008	100
#sit left
566	12009	100
#sit right
567	12010	100
# hold shell left
568	12011	100
#hold shell right
569	12012	100

# ==== BRICK =========
601	20001	100

# ==== QUESTION BRICK =========
602	40001	1000	40001	100	40002	100	40003	100	40004	100

# ==== BRICK GROUND 1 ===
603	20002	100
# ==== BRICK GROUND 2 ===
604	20003	100
# ==== CLOUD BRICK ===
605	20004	100
# ==== GOOMBA  =========
# walk
701	30001	100	30002	100
# die
702	30003	100

# ==== KOOPAS  =========
#walk left
801	50001	100	50002	100
#walk right
802	50011	100	50012	100
#die
803	50031	100
#shell
804	50021	100
#spin green
805	50041	100	50042	100	50043	100	50044	100
# ====== COIN ==========
901	60001	100	60002	100	60003	100

# === FIREBALL =====
1000	70000	50	70001	50
1001	70002	100	70003	100

#
# id	ani1	ani2	ani3
#
[ANIMATION_SETS]
# MARIO
1	400	401	402	403	500	501	502	503	599	504	505	506	507	508	509	530	531	532	533	534	535	536	537	560	561	562	563	564	565	566	567	538	539	510	511	512	513	540	541	568	569
# BRICK (wood, question, ground1, ground 2, cloud)
2	601	602	603	604	605
# GOOMBA
3	701	702
# KOOPAS
4	801	802	803	804	805
# COIN
5	901
# FIREBALL
6	1000	1001

[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas, Block = 4, Coin = 5, Pine = 6, FireBall = 7
# MARIO
0	17	115	1
# KOOPAS
3	560	383	4
3	650	370	4
3	750	370	4
3	1440	200	4
# BRICK 
#type	l	t	aniset_id	animation	bounce
1	0	135	2	1	0
1	0	150	2	1	0
1	16	150	2	1	0
1	32	150	2	1	0
1	100	150	2	1	0
1	115	150	2	1	0
1	130	150	2	1	0
#BRICK(GROUND)					
#ground #1 9-47					
1	0	416	2	2	0
1	16	416	2	2	0
1	32	416	2	2	0
1	48	416	2	2	0
1	64	416	2	2	0
1	80	416	2	2	0
1	96	416	2	2	0
1	112	416	2	2	0
1	128	416	2	2	0
1	144	416	2	2	0
1	160	416	2	2	0
1	176	416	2	2	0
1	192	416	2	2	0
1	208	416	2	2	0
1	224	416	2	2	0
1	240	416	2	2	0
1	256	416	2	2	0
1	272	416	2	2	0
1	288	416	2	2	0
1	304	416	2	2	0
1	320	416	2	2	0
1	336	416	2	2	0
1	352	416	2	2	0
1	368	416	2	2	0
1	384	416	2	2	0
1	400	416	2	2	0
1	416	416	2	2	0
1	432	416	2	2	0
1	448	416	2	2	0
1	464	416	2	2	0
1	480	416	2	2	0
1	496	416	2	2	0
1	512	416	2	2	0
1	528	416	2	2	0
1	544	416	2	2	0
1	560	416	2	2	0
1	576	416	2	2	0
1	592	416	2	2	0
1	608	416	2	2	0
#ground #2 48-105					
1	624	416	2	3	0
1	640	416	2	3	0
1	656	416	2	3	0
1	672	416	2	3	0
1	688	416	2	3	0
1	704	416	2	3	0
1	720	416	2	3	0
1	736	416	2	3	0
1	752	416	2	3	0
1	768	416	2	3	0
1	784	416	2	3	0
1	800	416	2	3	0
1	816	416	2	3	0
1	832	416	2	3	0
1	848	416	2	3	0
1	864	416	2	3	0
1	880	416	2	3	0
1	896	416	2	3	0
1	912	416	2	3	0
1	928	416	2	3	0
1	944	416	2	3	0
1	960	416	2	3	0
1	976	416	2	3	0
1	992	416	2	3	0
1	1008	416	2	3	0
1	1024	416	2	3	0
1	1040	416	2	3	0
1	1056	416	2	3	0
1	1072	416	2	3	1
1	624	400	2	2	1
1	640	400	2	2	0
1	656	400	2	2	0
1	672	400	2	2	0
1	688	400	2	2	0
1	704	400	2	2	0
1	720	400	2	2	0
1	736	400	2	2	0
1	752	400	2	2	0
1	768	400	2	2	0
1	784	400	2	2	0
1	800	400	2	2	0
1	816	400	2	2	0
1	832	400	2	2	0
1	848	400	2	2	0
1	864	400	2	2	0
1	880	400	2	2	0
1	896	400	2	2	0
1	912	400	2	2	0
1	928	400	2	2	0
1	944	400	2	2	0
1	960	400	2	2	0
1	976	400	2	2	0
1	992	400	2	2	0
1	1008	400	2	2	0
1	1024	400	2	2	0
1	1040	400	2	2	0
1	1056	400	2	2	0
1	1072	400	2	2	1
#ground #3 106-128					
1	1152	416	2	2	1
1	1168	416	2	2	0
1	1184	416	2	2	0
1	1200	416	2	2	0
1	1216	416	2	2	0
1	1232	416	2	2	0
1	1248	416	2	2	0
1	1264	416	2	2	0
1	1280	416	2	2	0
1	1296	416	2	2	0
1	1312	416	2	2	0
1	1328	416	2	2	0
1	1344	416	2	2	0
1	1360	416	2	2	0
1	1376	416	2	2	0
1	1392	416	2	2	0
1	1408	416	2	2	0
1	1424	416	2	2	0
1	1440	416	2	2	0
1	1456	416	2	2	0
1	1472	416	2	2	0
1	1488	416	2	2	1
					
# 2 floating brick 129-130					
1	1504	336	2	4	1
1	1520	336	2	4	1
# ground #3 131-141					
1	1536	416	2	2	1
1	1552	416	2	2	0
1	1568	416	2	2	0
1	1584	416	2	2	0
1	1600	416	2	2	1
					
1	1568	400	2	4	1
1	1584	400	2	4	0
1	1600	400	2	4	1
1	1584	384	2	4	1
1	1600	384	2	4	1
1	1600	368	2	4	1
#ground #4 142 - 240					
1	1664	400	2	4	1
1	1680	400	2	4	0
1	1696	400	2	4	1
1	1664	384	2	4	1
1	1680	384	2	4	1
1	1664	368	2	4	1
					
1	1664	416	2	2	1
1	1680	416	2	2	0
1	1696	416	2	2	0
1	1712	416	2	2	0
1	1728	416	2	2	0
1	1744	416	2	2	0
1	1760	416	2	2	0
1	1776	416	2	2	0
1	1792	416	2	2	0
1	1808	416	2	2	0
1	1824	416	2	2	0
1	1840	416	2	2	0
1	1856	416	2	2	0
1	1872	416	2	2	0
1	1888	416	2	2	0
1	1904	416	2	2	0
1	1920	416	2	2	0
1	1936	416	2	2	0
1	1952	416	2	2	0
1	1968	416	2	2	0
1	1984	416	2	2	0
1	2000	416	2	2	0
1	2016	416	2	2	0
1	2032	416	2	2	0
1	2048	416	2	2	0
1	2064	416	2	2	0
1	2080	416	2	2	0
1	2096	416	2	2	0
1	2112	416	2	2	0
1	2128	416	2	2	0
1	2144	416	2	2	0
1	2160	416	2	2	0
1	2176	416	2	2	0
1	2192	416	2	2	0
1	2208	416	2	2	0
1	2224	416	2	2	1
					
1	2256	368	2	4	1
1	2272	368	2	4	1
1	2256	304	2	4	1
1	2272	304	2	4	1
					
1	2256	416	2	2	1
1	2272	416	2	2	0
1	2288	416	2	2	0
1	2304	416	2	2	0
1	2320	416	2	2	0
1	2336	416	2	2	0
1	2352	416	2	2	0
1	2368	416	2	2	0
1	2384	416	2	2	0
1	2400	416	2	2	0
1	2416	416	2	2	0
1	2432	416	2	2	0
1	2448	416	2	2	0
1	2464	416	2	2	0
1	2480	416	2	2	0
1	2496	416	2	2	0
1	2512	416	2	2	0
1	2528	416	2	2	0
1	2544	416	2	2	0
1	2560	416	2	2	0
1	2576	416	2	2	0
1	2592	416	2	2	0
1	2608	416	2	2	0
1	2624	416	2	2	0
1	2640	416	2	2	0
1	2656	416	2	2	0
1	2672	416	2	2	0
1	2688	416	2	2	0
1	2704	416	2	2	0
1	2720	416	2	2	0
1	2736	416	2	2	0
1	2752	416	2	2	0
1	2768	416	2	2	0
1	2784	416	2	2	0
1	2800	416	2	2	0
1	2816	416	2	2	0
#cloud brick					
1	1408	192	2	5	1
1	1424	192	2	5	0
1	1440	192	2	5	0
1	1456	192	2	5	1
					
1	1488	176	2	5	1
1	1504	176	2	5	0
1	1520	176	2	5	0
1	1536	176	2	5	0
1	1552	176	2	5	0
1	1568	176	2	5	0
1	1584	176	2	5	0
1	1600	176	2	5	0
1	1616	176	2	5	0
1	1632	176	2	5	0
1	1648	176	2	5	0
1	1664	176	2	5	0
1	1680	176	2	5	1
#Question Brick
1	176	352	2	1	1
1	192	352	2	1	1

1	224	304	2	1	1
1	240	304	2	1	1

1	416	320	2	1	1

1	656	384	2	1	1

1	704	352	2	1	1

1	1472	368	2	1	1



# GOOMBA
2	192	400	3
2	512	400	3
2	1424	400	3
2	1376	400	3

# BLOCK
#type	l	t	ani_set_id	r	b
4	240	368	0	288	416
4	272	336	0	320	416

4	405	368	0	480	416
4	464	336	0	528	416
4	512	304	0	576	416
4	512	384	0	608	416

4	1264	384	0	1376	416
4	1296	352	0	1408	416
4	1328	320	0	1440	416

4	1312	144	0	1376	176

4	2144	368	0	2192	416
4	2176	272	0	2224	416
# COIN 
#type	l	t	ani_set_id
5	1072	320	5
5	1104	288	5
5	1136	256	5
5	1168	224	5
5	1200	192	5

5	1328	80	5
5	1344	80	5
5	1360	80	5

5	1472	112	5
5	1488	112	5

5	1536	128	5
5	1552	128	5
5	1568	128	5
5	1584	128	5

5	1616	112	5
5	1632	112	5
5	1648	112	5
5	1664	112	5

5	1696	144	5
5	1728	112	5
5	1760	128	5
5	1808	96	5
5	1840	128	5

#--- PINE (+-2 pixel left right)
#type	l	t	aniset_id	r	b
6	352	368	0	380	416
6	1794	384	0	1822	416
6	1858	368	0	1886	416
6	2258	384	0	2286	416
6	2258	128	0	2286	304
6	2322	384	0	2350	416

# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	115	98	0	148	150	1

